uuid,KMeans_n_clusters_5,GaussianMixture_n_components_2
F4UkYAaZXPzvUXSHxJh7GguQ/gXOE25gyKj8V7DZEHw=,4,0
F4WjTkgA1NzyE8LmetXii8EOtp3XyVJWpnrIA4MJhx4=,2,1
F4Xt+rHlP6rjxvMrmzsjQosbhS5PwhcFCJAqpDocu3k=,4,0
F4dgLVhkLRa0qk+38LelyDehyWwM4WgmvCjSvL+ZADs=,4,0
F4j/nQ/XeFIMJJqQStrrp5MzGHdze8AeZeN3YkGPM0w=,4,0
F4jnmST2veZRZ9xAUdfLRY1ujN7UDHHe80rHyfwdJq4=,4,0
F4q5ujm74PEZAMtgImh91dbl6fm2ehHWDivE/uTK9vw=,4,0
F4rgPeG3bXOZ1PueXyAQK2gofqgdPDC/7C5azSP7NlU=,4,0
F4sTkrxa1MbQMbiPy9u3MLdYoHk8CaqcLdO0bW9Msgg=,4,0
F4vZLkWAooHjMWCLIej8KBI+FQ0TM7EqRn1vRxiLr/U=,3,1
F4y9C2UFjpplj7lgVkQ6zOhKZZa+bpopgS3LduPBq3Q=,4,1
F4zCGJRjhqR7xmoQwksqkM8aAPraIF3BT+BkW86mO4g=,1,1
F50tOq1EsGQjQn9FuoPPqAXEcNroAtoN8MdKnyYbPco=,1,1
F51spK5xP0vsyHzOb01a1GHbWOhPpumEA2QYdYrVKUc=,4,0
F51t7JMQfG98PGsFpsouReMGzjqj5R+BpKqRwVvStQY=,4,0
F52lDIVuPoJ36of80qrP+ATsGlFgodOqycHoeRcopxg=,4,0
F53MYjMI44M3cegcX9vTzkExuDQK6VGCpcrfxeEAY3A=,4,0
F53VCvWJShcfa0YouXMGuAf2U6fANUTEJBBwbOX6trA=,4,0
F554+PqH9N5RxeQxT+69vQB3cuaNERmu4pZQOC4olBw=,4,0
F55tZHV2r2U8HqsKR1L+en+Wi4upY/PeddjCwuqm5H0=,4,0
F58SK7R8zwTA0zRLOyt7rb2mFVKzB61TgD7+qOzApFw=,0,1
F59uod7b1Q5yNK3WyxJVoGkYuw/Df/vzzTpphQ58058=,4,0
F5B4g2JnNYb8q+7yRkInDUeZzlsJBoDoZ+9Ug2eIO90=,4,0
F5DL3UeY8NRRtEo7/a8LRYCL8PXp794UsT6L14DMEdc=,4,0
F5Ds/M4zsR1iu3S3T7o2awi219IHXSUhveVovRwVVNM=,3,1
F5FkUtJHyN3kKCi1oEmW1FDT8LYtO8NwsfnkInelkBM=,4,0
F5HoZNwQ7URNMFXXCFljvuU2f7j67y2pTtXdllM1+1w=,4,0
F5I/YdAggEM/UYA9lAuLxtFuduq3B3MLqReRlGxit5w=,4,0
F5K5s91t2TrFRTiVA119Ixt5T69WiSRwoQJC066XdnA=,4,0
F5NQWxpsAcNJ5imv5gMomkjEeeFuAI1ggaOQvxa+8dU=,1,1
F5PIzsczbNXIDVY8woQLGK+D4DN7s71HKRyBQaK84a4=,3,1
F5Pc3bedDEU5RQlnN9Pk+st3TfB4O1k58K7MYgDsMeI=,4,0
F5Vzq2w9azWyEdYMDkMNV4LCzqW3gwSlSozKkoVJM1c=,1,1
F5Z11PKbGu8lfKkXT1jNQCI8rF/w7VnvG7WXSVtbO/Q=,4,0
F5gR1ykpE2jOMDRijSl97lk7/DtQCP3m73Dfx8Ba3Z4=,4,1
F5iP2hRewl0v+4USMcsdQ3N8P7l8KFewYUVCJvX+7C0=,4,0
F5j3cdjphUctDjnpo8U0q88TZ72LU7ZsEYm1FJxibkM=,4,1
F5oJldp+UOLSn7WBY3v27O9rIx5wKZTcvUIhoePhVk0=,4,0
F5rrh58fsWUFA2LiIfNOMu90Z5NqaBNUtRKp496uub8=,4,0
F5xecYC/v8a57w+ZhywVwV/BtYv1j6x5BnghvPhO230=,4,0
F5zyuQqgfvt965CQtU+9ncA57kumgojpzr2+6O7qzw4=,4,0
F64g8Sqc0y8w715nHZpmtQgSCYv15aE1HShpUfYOUIE=,4,0
F65iZ1lS9pJQi7iSIiejyNPqvM6gMIpsI9mdhmUVktI=,4,0
F6AMd055wZ2RE3aQ4CvZp5B2SHu2lczCjBK/ZeIgS9w=,4,0
F6TOu9kfXzLbuMjwaFDot1qpjNFzpIxDWecu27oCHHg=,4,0
F6TeC7pc08RDMBPftlslRL84HcyEjXV1U1N8wNN3PCA=,4,0
F6U/WhB5lIzdwRQx8/qi9AyPihRKmJER/1IUqmeYIgY=,4,0
F6VIroaurImtT47qOtzZGzaxe6x5n+C7yS8j4BSk2eA=,4,0
F6YKz1UGn8nRbawlplB4w+jO17cKEy7IK4akZ8v5X+c=,1,1
F6gMzSUTvVKYA9TbWnJxitlM3XfZjj6UOYxhwkrTvps=,4,0
F6i28bsofigtNZEIQjedWxde7iMG/iYlfy4C7mhpqC4=,2,1
F6oUCtNgJiKyp85CPrEKwnZi9h1/ubPMW2L/EbthMo4=,4,0
F6ouApipBtUnmK0E7g22HzMI30CRWTRnJBtu9WiCw9M=,4,0
F6qr7udd6ORGxv9Cgy+hPFCsvVCmUQwJsj7n1TiXNuw=,4,1
F6sSS33segktbZOFYEJ/D5Tq37U42wE1P2pjhkLWp8E=,4,0
F6tUNYTkA3fSiBoeLl8kXEqc4NTo/q/3VlCv4KqqutU=,4,1
F7BKBmcVelHye2ZPkXyKsIxVvqAbFz+dkfWKkQTS7Oc=,4,0
F7HIAuEjM9sVlmDrrdpNljldmQ1ex+1rcgXCXJybWIU=,4,0
F7IQyM7kkRVPHnllZTM9Qf9BV3rxUUPzPIuVA8dYhyk=,4,0
F7Jg80v5QXDM/NJAQDrAHOUE1p2JaRJ9XY0CmYV30Eo=,1,1
F7KPfBj45v3cl2ZIQpu65Jr8jCYWVyOzk7xLkAW/FUA=,1,1
F7Mv4VVdSAuCKogLxjwuK8N8GpCDO8yUFLJdy+qw78c=,4,0
F7PLH01+mQCz4HbVnsLMYbin3SD5mbEJQ+23eHx6qgw=,2,1
F7ZjjU7AQT0kZreJ1AdZaMW3TrCbmoa97l1bdOWmigE=,4,0
F7aacbpSRpaDlUTcNuge5BXOdezu0jDRhpaaLnU2A9I=,4,0
F7am1iSDxF3hv+pt07hdSic+M9eZhATuPyxPM4qjAKE=,4,0
F7dNuHCgVAm8K3maHa3BaEopt/1Q3xl6qwdj5Pe8FkE=,1,0
F7eMBPjh2rAkdxufHVvDaagtUjdX6utmnDcqXYNoSnQ=,0,1
F7i/wUSaqAEHih1IJC82QaBkEarlT7Ks9dBuWb5qe4o=,4,0
F7oB55RcClJkLr/pVOuV1NdRxbz6CLzPCqWVzDOiLT8=,4,0
F7wfS7DmhaZwD3A1oTpTSjE2l+8nR6izD2VFUx/u3/U=,4,0
F7zNbqsOXK/v5V8ZYBhSebl61kWm6MkQdnf9EboOzxY=,2,1
F8+u1exxO5C+0jmFlk4wcYgKid61m8lx2PQlaUlwZ9g=,4,0
F81kGQkj0/NvAdvRdE53n4BSUpRbdveR8JrwgIqCxc4=,3,0
F81lE1iYRWqB2xbviQYh+BcmOIpFqYCmMQ4o59VvV/U=,4,0
F84hFg3G7bpGaB7HeKuMSvlZDMQXBshKYSGa2RxKnpw=,4,0
F85tfhqoWXYh2XBlhrEPRYTGMCwO2uGG1tljb8kREsU=,0,1
F87WCe0pzVoxCSJ/YDF6DPciXDwm1jgDgvfw2hECC0A=,4,0
F87iSdni3Y6j6f2rYBMI7RjfcZJlsqhkjtk7EVhS6SE=,4,0
F8KmZJouXAQgQ8lApqmVNtyvBulOrMuQ9HMIZa2VllE=,4,0
F8PLx3cOvlUQnbVm9rqc8QHd5jm59/yjFS90Ev8Wv+E=,2,1
F8PUM1YSUqzD/19+C8TK/Wo8+osbUHtKaHVyC3YAX1w=,0,1
F8QMXXcPS0EsUW9EtA0wkJUi7Pd7e338Fw+1glEY75E=,4,0
F8XVRajRU95nva0wm20U84nSGxoIS2XDGclmruknjyc=,1,1
F8Xo3yKz8j5t94j8ikVc1CRkjXGjuecyusM0lpeQ4rc=,4,0
F8YeR0Jh1XVksGgy33zbGSjzxHLEhY8cojE8qJ00IkM=,2,1
F8d9T11XwQ2Y6/qXpSS7oFvB20Ia7AlotlLB7TvW2T4=,4,0
F8ftc9KQJ2GSSuKGjVbRuDzGrIgvAlh3WxBL+QmL7Hs=,4,0
F8hGImC4JhwDpqGKIZWySCRawUHsBGsbZyCN22cA9po=,4,0
F8kDnjdNDSwVfpV+UQYt8Q5lqC63VectOQTwmv+KjKo=,4,0
F8nCBgWcQD5V7fLJkwqA4eGDQI4/1Jfo59v9piimbps=,4,0
F8sdqxSXCmervjSVGknUV6DWg3htGOvyDkWjTgWn+Bc=,4,0
F8vTjdvTgC7nSaPxe+oy0x4UPkvN+UC2Zlh+bPc67Uc=,1,1
F8wkoNlb+unVw0O/LAsuC+mXu3syeqUqmw5KrlRT1jY=,4,0
F8ybOuvAK66FyPKajNHz/PZZHj0Tg/SWKKSiPl1Qbrs=,3,0
F8z2H1x2h9yTui4+Dyd4CXcWWErj9Pc27jHkG+6twnE=,4,0
F9+F+4RHoWRertbaC2z0qXFQ0QsVmFR08rsXdQpxi4s=,1,1
F9/bs3O52jkInj0F+k/Y4RBFDgbTnXcZvwvM896Oc7o=,4,0
F90e7dptrZbZVYaJjogrbFcWS2eSqXuFIB5odEq7xR8=,4,0
F92vJS46ZpL4Ya5YbU8+0ORHfzalzuJV5z7h23gh4AA=,4,0
F93G+dZSYqR5zI/jiuAfU6KXLhmVHmj0OxIAKPLuFYU=,4,0
F990lRz4RqVxsLBAiO69/I/6MB5vQVICzSbAFUTjRb8=,0,1
F9BWB3c1DK2DmFdoB8MrBD8EFabSV5p2+DeOpCBSG+o=,4,0
F9HS/bWmcd0hO9yD8eF7dQN2OKcm2+2C8/s0fuMP04A=,3,1
F9HwZq3ip5KehvACcnKeqiRzAlE1R0BVeWaCXdrKvN4=,4,0
F9Jhae4pFmQUd0BFnsCyieC5BRH3+5sM5fHu2awxg1M=,4,0
F9NhVsRUSGra/WmA4QwcqAPLqp3jlBxoFaILiVmntX4=,1,1
F9NwJsdfimy3KTplOH2aHb9uY++ofsdV1pepjitVMrk=,4,0
F9S8kTKGV9O3vaJa08gXSkKOtmc67Bs6gqTj8VHr8IQ=,4,0
F9X27+2vpfhy6IjOjVoJfB6sKp/Dh3xyigx3Di2OLWw=,1,0
F9dVF13uuYUHXBxXVGqToXDG3L5itwCJX1pGt1n2Zr8=,0,1
F9db2x7yS+xnrq5w3HlOm+0/Gd1CV7cqMzmOtueWw0M=,4,0
F9fThRqo+LpkEgRVst38cG/eiQriPe510XoRNTmZswo=,4,0
F9jcCYxOi34uDE5r/M7JeeudBnJiTQ+XlrGGw0Lak1k=,4,0
F9maPXwXyc5sqy5qN1ylQP5MKiOrjIhnxjm0P0sic/E=,4,0
F9uIu0gw0zRYVQJJ+pY9q8214+5XBdCfloeZLpZ9mj0=,1,1
F9x/2CySwqdzdq7ft5OiFQ9+3mxBsnb3PdJxeVGO2YU=,4,0
F9y6jTJXqgResVbLLAO1Lfdp9e8NVWfC5ORM0R2qARs=,4,0
FA3kYRm4oU7P0xbbONfm1AFZrrT9y0db4FYqAx1Z5Vk=,4,0
FAA1DNM3ljgAWgLvLDc/+q5YCQfui0Hb5Ey+9BxSHLs=,4,0
FACmzLU+09EBrdu6r0vomgj5O5jHZs1L67gw9Zk8dSA=,4,0
FAEisXrE+sVewboDTL6I1c5vPqcrvWHfkiV0rUKv3Qs=,1,1
FALClt0L1lFGrpf4/eFhn/O0D4xsxlGw6UfEtaVoa3o=,3,1
FAbPkiIe3gUwA7QEsN/bF1iWV7s6qrgtDOGr76rxDo0=,4,0
FAd0v+2WGFN1TFu8ATIPCK7mgK2L5XPHrJX3PneNfd4=,4,0
FAgSZqw2hSGGSQzbRm83z9OdcBlnAFpNOj7LHj8yfP4=,4,0
FAgs3d1SW+12kAyAFn+XH+enr3TVjA6Ql8AJ+YWQAl8=,4,0
FAhrlJ2EcGnx6ozwUWey8HOVdM0RCsi8B3uABtBjaZo=,4,0
FAile17zOqoxhqqwy/fv1hs2GV9wJBY4rdR5HZf6i5s=,4,0
FAs8oNqJQnw5muFjIjh9otr71V1iXlgncJj76XvmG0I=,1,1
FAw+Pb9VWpXb20t66uugLXqHA4UPNSGS8AdWumgYPGE=,2,1
FAwfdtUXSVvvQroHI93GYnRQoI8+2V3BA86uTQ23fVI=,4,0
FAzNaQfdEsj3mtNs4LR0bMUPwSoC47pFHnHuNg6e2I8=,4,0
FB+tHe2JEzbyGGTzff9lvN5XT8CWyQp/X4pNSJ6UWQs=,1,1
FB+vdpRQNcYhj0ZmYGpvYYiSf99H98zerNerJLJW+EI=,4,0
FB0oxLe7/N9q5++J7G+IiRlW982WVy/yAsD6VdDehSw=,1,0
FB6arx5Kt9gRDr/VkMRdsIygP8bjMCjuACrxev5J3RE=,4,0
FBAl5PCwMbD9i1X3A+em996uCcCrlUY/UmUYEf2aC+4=,2,1
FBBd6UFAmQdC/s4QL+RvlXw/BslgJ8sXT9Ku6nGmnGE=,4,0
FBM2y46IwPEvo5bofwbfWCRDIDWbRvEl+96EgA5YXPg=,2,1
FBWFyhdA/0vvHh5ggiJidcdXIeq6IPrLkMZEVmzKI5Q=,4,0
FBb1URZ28T8EU2pdfgVyb99ghQfr5o0YJE6PJI4jokM=,1,1
FBfJF4CPykPqdPAHCBU1HyOp/zV9mNX9VEwSYndzF1M=,0,1
FBfju47T2wxWtuzAbcHUd9WqNSsO1AglQ3xpn4ukpi4=,4,0
FBg4EpuGhsoA+mKOxNvm2NkVmIGVg1MIPR6LvC+EgcY=,4,0
FBif6VyPmdMv4EAAnxn8JLCdnGx0mif+zanScSUEKcw=,4,0
FBqvx9QKUSrQOawSOhggKm8eQ2VadW5WW3MGvjsw1aM=,4,0
FBrPpYdaA6hnvHbCImR8mf8hDtvwA85KjkaL1PTwepM=,4,0
FC5M4+/3uodUeRlRiks3zqrMDOg2BB5cMh62fdv3F7w=,4,0
FC6TWH9rmeGNBqv8quWet+dPY+6+ByqE1c4xvMJftZ0=,4,1
FCBm4AY7cJqTv+4NoVBSr5si8DurAboFLPhOiWVONyw=,1,1
FCCISmVx/rXv9kcBRQ1+bSpfwXspXPc763mtG308nt4=,4,0
FCIA0gKY6T9EuSA+UOadHYsmSsZ58vnqXrsQgZaOcO0=,4,0
FCKt7fhvY2I4jizzmO1koreiViEu8nUJHGamEqCi2D8=,4,0
FCOq4B4KxU/Epb2vRkc2mAb9bY9IjQ8AloFWYBN24Nc=,4,0
FCQWHBLxmQM3wLhGA8/PuzI6Slm8Et0azo5i460RD5o=,4,0
FCQvDJPXc+znZAujryZhMO78oW4fA6/InnxBAbQuHnk=,4,0
FCUPs0UNEzD9+yJK38mAkytsZpLlpGtwv3Yzq9rsTrA=,4,0
FCdoMwvn+MnFyhGhWk13eOvpPGftxX1uhVyNAUCLoNg=,4,0
FCduKy4vebOENMKzhmjsYqgLX6VVq0PcO5MXyyT2frw=,4,0
FCiDslFmFQ9+HxVBlvsIurQqV4Ech0EA91M+lqNXayQ=,4,0
FCioWjouTMXogfGvmdHU+ZEIBeS4suQMcS2JTSM2F70=,4,0
FClmztrynCP+bdjiaJx/rTigjAf8djwxfWd/zNc2lNs=,0,1
FCvdyLtPMt/lXWqP8OrH+zkhXkeuGbZZhBKEaq42NCI=,4,0
FCydNvVhCnfzcCljOMh3NaxRKC60DrBHk+E/YOgxiGk=,4,0
FD+MbIrDE8BVtWR6su+ZoBSdkkp41tgfLMLPPYIK138=,4,0
FD+ZaGwJrI21gFHrM9zcd1Y+JbHs+6AtHrtHXUILY00=,4,0
FD/pmEADWKBdmX/XOsHIszffu9UwrMdw82aTq4wmrH8=,4,0
FD7zW9IcBDES79+BFp4iDCBLBZxLFH6CfuaT4S/7rAs=,2,1
FD8iNvAj7BZsA7Zqelc16oI3MH9OvRJHpqy1iZUnscI=,4,0
FDCFktbbqJp+ko1Eum0yzuwPybF1W78eFvHV4DOpOWE=,4,0
FDDrBQm+wvpzleKYiac49VsMEHkTEolj2Gli9ywMOK4=,4,0
FDKxj29oXep2O2RrmwJlaTwWOaGGqALTUav4wD2z42Y=,4,0
FDMtC/cQbUZESFFZL6AnizRrGqdjQXabFmM0FbImcf0=,4,0
FDQNY298ImLFjJtej7Sg4T66UUmc5N63fEjy2nRL7n8=,1,1
FDTJzFKJjbzt4LkM3mI7HRUrUAfw1Npj/5xgAOvphdo=,4,0
FDZKb4n85ep8prsXrE57LNX+VNQPq+6t1PKzcPuJr78=,1,1
FDbV7O3b7eF/R3TZq55ygAiGUknfTnt6HW7I2FXCEvo=,4,0
FDdZ5ar0hdWOiM59WBRIddd/r9itlNLNGPslwRCQc60=,4,0
FDn/6k9SRbE7/yJHWolyUmm1xmo1iH0QhpXTS0Qa3no=,0,1
FDp/04pAihivm/8EB1+PmOt4i79mOLo44kd2JydmvUE=,4,0
FDu4rmk+SsWR8wZTUdMie5SihTC3VVLlCe0kzYI9Di0=,4,0
FE2mL6P3W0uQSrvKWF71fEDHpwOOJ+B7GEtt6lVZOyQ=,4,0
FE3jJVO+q/q9l9963WNnMvJd+upivyHVg+sP6xVq+vw=,4,0
FE6OQABOyWHrsHhivyX/8SDWN+n5an80D4F9/vvdRak=,4,0
FEGfDJp051jO028hWEr379k3fyPp3k14yqP36arboak=,4,0
FEH+GVvzoJDRmmivDDGsbuxOR/e6sGkeMnq/g4zzVPw=,4,0
FEKI6aeo5MsVB4Yl+xIhboLHU7zLFHsMjn1dH8AFMaQ=,4,0
FELJ3+0kPKIvOlcTEh+KP45lEQ//BItfoJacWwlyssw=,1,1
FEaQRCs28xS2RkKMwTk0ELurt9AS70hs8ym/QBuT23g=,2,1
FEbi42rkko4dzkrmJZYLszV9MStqDznIB5RxWXhzkRw=,2,1
FEcaP6rDbIuwCnwVvIkEVUV8blQnPuNH6+XOBacRkMY=,4,0
FEdR3uz+XtSEVEprbChgeM0e9EcF5xCz7H0fypumN9s=,3,1
FEh8GJj5sfF8GpQy49qS4jwDViEeackNZuyG21JNxqw=,4,0
FEhDQ5W3GFn1JP1m+nGPguraNjrZCwR/JN9LINRsdmA=,4,0
FEr/4dcWkS450H67dO8529TcNqqNyRvbnbxVjJCM8qQ=,1,1
FExV/S5A3wJzS5aRxWkyUdEG6v2cSQ9QaSPEFlVEfkw=,4,0
FF3WRXvXW2toPH1YYUdOm+5vlHol9Qi6y2pZnE46OWU=,4,0
FFAOsVjlGQSR1o43OmzF9j0s/9j98gnqsAQOzYuz36g=,4,0
FFCioBHApzg8nqLSuB2sh5qILlAOXpkUGxgqiWfoXVs=,1,0
FFJen05d5tSw+bHrErCx8d4zvC5HESzzaINORskTC44=,1,1
FFPUZ4xWzM4mvzwg2QjJwGTmEG57dqf/LjcihJOqdNA=,4,0
FFWzbZrCAFoDj5jUs3TR7u6pd0Cm26WiASxcmUQx3Ug=,2,1
FFXRlGaptRda8C4JH2CXKxNphZ6hf5wln1NEUJGdjS0=,4,0
FFaK+WSqeJ07mlUbRZTUJ0GE/kmPIfi39Ic/2av/8WQ=,4,0
FFaOR03is8a0otJmc0VEyxobYAygSsZ67Jpv6p6CLu0=,4,0
FFd2R0nvux1Egn8YMdfcuoaFo/ArrS1EflRL0pijdkg=,4,0
FFnsNnFdXJipXeC7l2xze4YIsXNOdkybO/zapjmUlFI=,1,1
FFoB0WoJrN9mhN7i1/4sp8DBijrm4xbiZ22das1Kiyo=,4,0
FFvHb6h1oxNiBp4J9yArOCqME9TUv9yfFToYQGspMdI=,3,1
FFwPdePPxaZ0tGQAWkgWnEtRgSon0CFqsbDgLCs1/Y0=,0,1
FG4hkJqvgmymxkRGNb5bFncFzXIX0r+NqcCgX8rIN7Q=,4,0
FGAgQCtGdgLBTmto1O8QXODs7enefvWkD68roQLxv8I=,1,1
FGO+TcCDW40XJWhk3qO3b89KBn1A4szO/tyoQHWYGbE=,4,0
FGSS4L8vN7JqmIQ4VISNKAkoRd4cqdWLuhiNEXfbPpo=,4,0
FGjKVTRxP/5WSUuI/fASLLtOBq8I/c4cc0Zc+TSsvLE=,4,0
FGkMnl0nQAf0zreCzZgPRIXJJt/eMGCRLJJHTPcLtJ0=,1,1
FGn8Z9ZJHGAsqy+/flVug3tDMlWQVAw+cxBWf8TSxRY=,3,0
FGnB3UGo/jFCvtmq4PJ3lY3XEa9Pd1eF1QpLofIIlwk=,4,0
FGpujlfpKkmfNLVKLeVHzFNprRICEck6WKL//dRDlQQ=,1,1
FGsbQBSkZIg9NV5qPJCo4oSv8Wh8mWh60Ff4jAcHZUQ=,4,0
FGssoPCtkzuQh+0ufqH5A1p7mr9DwF3inC/MKcRGiMc=,0,1
FGydZt3SB6/SW4oCPBGLrfDqMC/2CWQAaXnYljEYGFU=,4,0
FH5cz6+FF40R/iBR1DJ98WObDCsl46zwgtVP5n40EyM=,1,1
FHF1Ene0d78Q3bIbPfgk2jtcFdIhymzS+9OfOIjkj3k=,0,1
FHGOv9pXk94tD5fhYiGHyjx5QwPgQ+XKvYeR5TxdcvI=,3,0
FHQWm7jk2OZTn9CDFosf78LQc6VkLEphnOi7+8s8ASU=,0,1
FHSclInx2KxebCqYe4i031ruGrqTXpfwEyrnHHz5Fhg=,2,1
FHXj2ofGe6OA33m85UBL3sm9GDHJjmDbNQVLCK0iZUs=,3,1
FHb1qfuQjJdPn5IVMJYmy6W7B9mFpBp4vkCqdhVBGBI=,1,1
FHedw1bQU1DQzKuRSCtD9DpUxPxwGGcWAAA/sWTojmo=,2,1
FHexvYUhVajb1BSNz4MFH69SrnQZShzT4gfrw4UGJ5Q=,4,0
FHgn9xtYU+2R5GYMO/oCZWwzACXC7pROOGDwdUjtVA8=,2,1
FHh22yf77HJl9sHmN19ob1qSd+a32EmqbsjhiN/mpz8=,1,1
FHm1HBiVN1lHB04sjZqJGAdWA56K8vxa+neeP+JTkIY=,4,0
FHmu0GAal4gvRjuv0mPVzgFHKTs1sUifbVXDcP69CDI=,4,0
FHqE+6VdhtaGUsegxCFowD/uUJrZAIhEt2FJmYbMHcw=,1,0
FHr8gsDdcHeJDbAEJ2oqFGuZ95wvoJW+1iAL6Nf8h6g=,4,0
FHrRaUkFVKiy4WDpfKpnzMbZ+RAKaAqW6I69Ob68b4M=,1,1
FHrwlLNXRGybe8IogMMk7q3jOkpyRmC7MqBy3JxEXAo=,4,0
FHxGaytMwrrVclJ44CxCq1plnp78TnJ7kpEOmt2vFhU=,3,0
FI2zqP8CgIZsgkoxoW+IXSbxdQoavogHu6ghsfq1L2s=,3,1
FI3B5kK9w0uo7pWG90rDDmmJ/XgqXjZx8PrOS2PKz0c=,4,0
FI3aLLTKZT4Z0ZShp85lfmgvxDkvpMNc4kdwTBHRajk=,1,0
FI7QQffMZb1euL8bzD32x52ksCk45IAiQ7R+q3kS8Eg=,3,1
FI9ISKXYidZHScuMO3EYE9dkvcCb6o53gkexPfbhk5g=,4,0
FIOQAJ0oHpdCSijBlvkM/WMrzhBYBeebaO15xhAFJC4=,4,0
FIgPIsgd/mzmXZTki7QEedBjiSN4lhbL29O0yIWfMHA=,4,0
FImlR7/BXWKw+Qs04Cg4qDNoHbyjuKsEr9jhsYc9SnA=,4,0
FIpVYkJG3TmJJ2uNfA4Ge8dit27m4REb6EmqQvzN9go=,4,0
FIpaoO0/t+J5fUmGGWKh3PL0bnm2yt8Q/Hhvq5dq24k=,4,0
FIqV4GrpJrE7xZ1pT1m4VSFyFFT+tVLzpaNLGGp7KoY=,3,1
FIs/5Dn/sLGF14ADXMrZjKYjEnZ+w0M1Qoa6kjAfX9c=,4,0
FIsZQJLz0FZhNtkhL2pQCgdKf6zNlDWQmSQQP6pHHKA=,4,0
FJ0HrVhrgJLOzpYReR+gHi/VVMcFglST8RoeFH6vxaQ=,1,1
FJ33/Om2g+y8nEvUgBFL5b5P56ZrT5+IClxDjVmmp8g=,4,0
FJ34/rhH3JhN8b187hSFpIu5dHhIyhMqVC2XPyr3FK4=,1,0
FJ4GgIzgMHJkNQG8lFfAff35yMkj31EPlVvULP/EaqI=,3,1
FJ4iZGha0T3kc2GPdQnliYWLZJ1f9JZi2F0jEOJPt/0=,4,0
FJ5cbBUn5kp5eLbMLbMp8qr6LvPvYtaGnlAnUFrx5dA=,4,0
FJCWW4I86i0TJp5tgo8wkuUJzhZrS3GErLy8oeN2X1E=,4,0
FJGUiY5Szto4loeLi6TK1bNH4TdgGAmlvj4OI3SXEkM=,4,0
FJWV69O1nWUp9pznt8uR9CTvyLFl1O+FgZOKNVNW/qo=,4,0
FJZ/zAAD3MuslIHE9PuU8kQQFWc6RQvtNAG5fcISmHA=,4,0
FJabPovIdsJCWxUice8ZrQhL5W5h1Glvll62eU7Yg6M=,4,0
FJcACV3I2uzY07+5bjwczl8QA9txjwVc2Mmt2JRfiME=,3,0
FJcJgVSmPys7Rv0pXpfVUBb8lmcZJV/Y/6/iwE1y3QE=,2,1
FJgqEds/6CbQXP+IvRr5E4pbTwZot5HeTPWrfPVjLic=,4,0
FJh91ERVLfvGrJLJ5PjshtLbdiDTNcSwEdCTJpOuhew=,4,0
FJmb+n4Gt+oei7pA1NkP2phCuFEW2jxOzBoX3xjSwlw=,4,0
FJp2LOd0Dymvr+ls+lPWFh/+OPCciqcuw4uLkbxVGFE=,4,0
FJpqnEzv6IyMhwmxbHFGIzTxSulEyCyF1rKMsan+Mik=,3,0
FJwMvI4AGuGIdTVEKnlS1BSQgQ5oyoX1j6Nh7fxDXa8=,3,1
FJxv14rK6YJyZ4R0bemDv+3R+ypo226u+ecgoSALujU=,3,0
FK/0dcCD9la7kjOJ3RSvaR+uezV8DDLizf3eE5xyPQM=,4,0
FK2YCF7xz2hl9l9eMyoaFObsViyQD0bm06hLzDnAzqw=,4,0
FK3AIKKl1fPckfNHqBZ+wBqIixSLikkOrmHwA5u+JDw=,3,0
FK7QX6oOnmtAqOmIeiU2i8CqOB+IrieZQBBonGBI4uE=,2,1
FK7nY1DCpq6UoJlVKiDXv8jZIonsWK/Jn7r168nan1E=,4,0
FK9+D4N/VwhUqgeuH4kId9nwCaecnaMGTPZ7i90Y+hs=,4,0
FK9NEhxjFZePRZ8TBz9ob4IOmnLmts57fIIeJKqJez8=,4,0
FKDdQ3wA45I3szV3lrQe15MAfN4yFmjeWnrzzf1/T8o=,4,0
FKGlZ4Ar5VOjCNNZ6XGPXGlYddKGPxOCx6DyYqne6Dg=,4,0
FKHFVFQYqzMQNRNxYOMdLVfPfV8VaunzkTUF6NhJ93E=,2,1
FKKGoQVw/kLQyJFTEcS+OIKjxgjqgdsJv1Cg8hzBygc=,4,0
FKKUAVf54flcbl+NIH8o4Ub8NwNXQrvOY3l6Ak5qGF8=,3,0
FKKYOtG7mpDS5gEHUGT081s9sbalOdljAKkDYkGSDxI=,4,0
FKMrQf9xFgYr1Zp1/Bc5WibkShgl5ro6tnKKoHI6Bqw=,4,0
FKe0W594xO1aTfRpvYvUj78JdNxBbaeBEsO+DVhSFpw=,4,0
FKho3deh3c4QKQuQVPkzURB7pTNCnblujm4mG0ZyyuY=,4,0
FKin2cfuERiMPXwE3TpJrV0S1hv5HpWPrJCbiV1OySY=,4,0
FKkpPloIazsZQkkeN8r1WplW6ELF/67ksHSIQqrF508=,4,0
FKqkO/REimvS/LzeetbYPonFFTRNBmLVooRNuT7HYyI=,4,0
FKsTZacyI+bUwuhISeTlNP8m6djCgug/4Vo6iw/JOxU=,4,0
FKuZAwzBQCJtDsrn5+gVePyIdj0H8Nvx4YapQcCYcr4=,4,1
FKvq62jiIeGf3v3t1+1MPG4+du85dBKihbafhYxL83s=,4,0
FKy8H23zh3Lra3DKuYnPsuSYKl/z1Z9Aq6U5K2/Hl8I=,4,0
FL0/OaVu0xjEyGMzSudNTm5HZEXDXWtk25Wrbl2p0b4=,1,1
